"DONOR","obsTime","obsValue","REFERENCEPERIOD"
"Latvia","2002",1.85,"2013"
"Latvia","2003",1.375,"2013"
"Latvia","2004",1.23809523809524,"2013"
"Latvia","2005",1.18042813455658,"2013"
"Latvia","2006",1.14195583596215,"2013"
"Latvia","2007",1.068669527897,"2013"
"Latvia","2008",1.0211320754717,"2013"
"Latvia","2009",1.04953560371517,"2013"
"Latvia","2010",1.04415011037528,"2013"
"Latvia","2011",0.994550408719346,"2013"
"Latvia","2012",1,"2013"
"Latvia","2013",1,"2013"
"Liechtenstein","2007",1.0755848830234,"2013"
"Liechtenstein","2008",1.02253116011505,"2013"
"Liechtenstein","2009",1.05545023696682,"2013"
"Liechtenstein","2010",1.04403669724771,"2013"
"Liechtenstein","2011",0.982952344052693,"2013"
"Liechtenstein","2012",1.00543933054393,"2013"
"Liechtenstein","2013",1,"2013"
"Liechtenstein","2014",0.993957703927492,"2013"
"Lithuania","2001",1.57894736842105,"2013"
"Lithuania","2002",1.55555555555556,"2013"
"Lithuania","2003",1.29878048780488,"2013"
"Lithuania","2004",1.22456140350877,"2013"
"Lithuania","2005",1.175983436853,"2013"
"Lithuania","2006",1.15821917808219,"2013"
"Lithuania","2007",1.07375222816399,"2013"
"Lithuania","2008",1.02075930428278,"2013"
"Lithuania","2009",1.05304585900068,"2013"
"Lithuania","2010",1.04275032509753,"2013"
"Lithuania","2011",0.984250890167078,"2013"
"Lithuania","2012",1.0049850448654,"2013"
"Lithuania","2013",1,"2013"
"Luxembourg","2000",2.07451202721309,"2013"
"Luxembourg","2001",2.14632347129647,"2013"
"Luxembourg","2002",1.99815803586001,"2013"
"Luxembourg","2003",1.62035196762187,"2013"
"Luxembourg","2004",1.44590137941969,"2013"
"Luxembourg","2005",1.39342646803084,"2013"
"Luxembourg","2006",1.29305367972246,"2013"
"Luxembourg","2007",1.16896154829909,"2013"
"Luxembourg","2008",1.06688414469366,"2013"
"Luxembourg","2009",1.08879570067584,"2013"
"Luxembourg","2010",1.10296992441903,"2013"
"Luxembourg","2011",1.00080254406469,"2013"
"Luxembourg","2012",1.046526703191,"2013"
"Luxembourg","2013",1,"2013"
"Malta","2009",1.05555555555556,"2013"
"Malta","2010",1.04404761904762,"2013"
"Malta","2011",0.983458646616541,"2013"
"Malta","2012",1.00490596892886,"2013"
"Malta","2013",1,"2013"
"Memo: Private Donors, Total","2009",1.06700633941259,"2013"
"Memo: Private Donors, Total","2010",1.05434965355159,"2013"
"Memo: Private Donors, Total","2011",1.03290223382968,"2013"
"Memo: Private Donors, Total","2012",1.01426739316612,"2013"
"Memo: Private Donors, Total","2013",1,"2013"
"Montreal Protocol","2000",1.49391858534177,"2013"
"Montreal Protocol","2001",1.56963890935888,"2013"
"Montreal Protocol","2002",1.51491352661041,"2013"
"Montreal Protocol","2003",1.33098914539061,"2013"
"Montreal Protocol","2004",1.21891076059691,"2013"
"Montreal Protocol","2005",1.18295120884613,"2013"
"Montreal Protocol","2006",1.15706483167217,"2013"
"Montreal Protocol","2007",1.07521689528004,"2013"
"Montreal Protocol","2008",1.02238134887594,"2013"
"Montreal Protocol","2009",1.05485519591141,"2013"
"Montreal Protocol","2010",1.04487804878049,"2013"
"Montreal Protocol","2011",0.983830845771144,"2013"
"Montreal Protocol","2012",1.00411522633745,"2013"
"Montreal Protocol","2013",1,"2013"
"Montreal Protocol","2014",0.994195132842152,"2013"
"Multilateral, Total","2000",1.59269877598381,"2013"
"Multilateral, Total","2001",1.64537699847237,"2013"
"Multilateral, Total","2002",1.55880779152562,"2013"
"Multilateral, Total","2003",1.3431225968355,"2013"
"Multilateral, Total","2004",1.21920334706717,"2013"
"Multilateral, Total","2005",1.18841455175445,"2013"
"Multilateral, Total","2006",1.15973381542825,"2013"
"Multilateral, Total","2007",1.0632962997181,"2013"
"Multilateral, Total","2008",1.00319576811106,"2013"
"Multilateral, Total","2009",1.03533197073798,"2013"
"Multilateral, Total","2010",1.0416974259479,"2013"
"Multilateral, Total","2011",0.9804641709736,"2013"
"Multilateral, Total","2012",1.02184600823537,"2013"
"Multilateral, Total","2013",1,"2013"
"Netherlands","2000",1.81408663208557,"2013"
"Netherlands","2001",1.789839007885,"2013"
"Netherlands","2002",1.63902852394547,"2013"
"Netherlands","2003",1.33834127564207,"2013"
"Netherlands","2004",1.20369120114439,"2013"
"Netherlands","2005",1.18500139582395,"2013"
"Netherlands","2006",1.14850358636754,"2013"
"Netherlands","2007",1.03336096746311,"2013"
"Netherlands","2008",0.958830500336494,"2013"
"Netherlands","2009",0.989115196286464,"2013"
"Netherlands","2010",1.02743974351134,"2013"
"Netherlands","2011",0.977752977458213,"2013"
"Netherlands","2012",1.04413556885554,"2013"
"Netherlands","2013",1,"2013"
"New Zealand","2000",2.47972202423378,"2013"
"New Zealand","2001",2.56521120244831,"2013"
"New Zealand","2002",2.30665599573163,"2013"
"New Zealand","2003",1.81202937187222,"2013"
"New Zealand","2004",1.53090778642097,"2013"
"New Zealand","2005",1.40683707200283,"2013"
"New Zealand","2006",1.48814864256554,"2013"
"New Zealand","2007",1.25842754699916,"2013"
"New Zealand","2008",1.29000388331772,"2013"
"New Zealand","2009",1.41625976910046,"2013"
"New Zealand","2010",1.19495464920352,"2013"
"New Zealand","2011",1.05898219223109,"2013"
"New Zealand","2012",1.0390738577073,"2013"
"New Zealand","2013",1,"2013"
"Non-DAC Countries, Total","2000",1.49333026492128,"2013"
"Non-DAC Countries, Total","2001",1.57375231770826,"2013"
"Non-DAC Countries, Total","2002",1.52447507732072,"2013"
"Non-DAC Countries, Total","2003",1.34354170976886,"2013"
"Non-DAC Countries, Total","2004",1.25682049501351,"2013"
"Non-DAC Countries, Total","2005",1.2073507266426,"2013"
"Non-DAC Countries, Total","2006",1.17406159919689,"2013"
"Non-DAC Countries, Total","2007",1.07668680385509,"2013"
"Non-DAC Countries, Total","2008",1.01641571443501,"2013"
"Non-DAC Countries, Total","2009",1.05819083441183,"2013"
"Non-DAC Countries, Total","2010",1.03871644026332,"2013"
"Non-DAC Countries, Total","2011",0.991398181337625,"2013"
"Non-DAC Countries, Total","2012",1.0050281642928,"2013"
"Non-DAC Countries, Total","2013",1,"2013"
"Nordic Dev.Fund","2000",1.4944099378882,"2013"
"Nordic Dev.Fund","2001",1.56904483430799,"2013"
"Nordic Dev.Fund","2002",1.51421583613574,"2013"
"Nordic Dev.Fund","2003",1.33091464578957,"2013"
"Nordic Dev.Fund","2004",1.21907069555302,"2013"
"Nordic Dev.Fund","2005",1.18287257705752,"2013"
"Nordic Dev.Fund","2006",1.15717439293598,"2013"
"Nordic Dev.Fund","2007",1.07568366592757,"2013"
"Nordic Dev.Fund","2008",1.02261445118588,"2013"
"Nordic Dev.Fund","2009",1.05538123627236,"2013"
"Nordic Dev.Fund","2010",1.04422886350597,"2013"
"Nordic Dev.Fund","2011",0.982797916214456,"2013"
"Nordic Dev.Fund","2012",1.00539882898639,"2013"
"Nordic Dev.Fund","2013",1,"2013"
"Nordic Dev.Fund","2014",0.994575045207957,"2013"
"Norway","2000",2.50300092336103,"2013"
"Norway","2001",2.51502446058303,"2013"
"Norway","2002",2.27573765655121,"2013"
"Norway","2003",1.95845767020336,"2013"
"Norway","2004",1.76143648129301,"2013"
"Norway","2005",1.54442674657446,"2013"
"Norway","2006",1.41363787882608,"2013"
"Norway","2007",1.25414780739512,"2013"
"Norway","2008",1.10118724414157,"2013"
"Norway","2009",1.28004420577346,"2013"
"Norway","2010",1.16000792699469,"2013"
"Norway","2011",1.00782963663126,"2013"
"Norway","2012",1.01717192666368,"2013"
"Norway","2013",1,"2013"
"OFID","2000",1.49556509298999,"2013"
"OFID","2001",1.56962431767098,"2013"
"OFID","2002",1.51487054920315,"2013"
"OFID","2003",1.33080774513714,"2013"
"OFID","2004",1.21908561746782,"2013"
"OFID","2005",1.18235720684213,"2013"
"OFID","2006",1.15696989591983,"2013"
"OFID","2007",1.07527736804977,"2013"
"OFID","2008",1.02226250164447,"2013"
"OFID","2009",1.05551082344926,"2013"
"OFID","2010",1.04421591316536,"2013"
"OFID","2011",0.983316564529406,"2013"
"OFID","2012",1.0053628351772,"2013"
"OFID","2013",1,"2013"
"OSCE","2010",1.04414195207052,"2013"
"OSCE","2011",0.98324200913242,"2013"
"OSCE","2012",1.00525169719483,"2013"
"OSCE","2013",1,"2013"
"Poland","2000",1.94796003330558,"2013"
"Poland","2001",1.76863584005266,"2013"
"Poland","2002",1.72095704814067,"2013"
"Poland","2003",1.63223983676032,"2013"
"Poland","2004",1.46220994475138,"2013"
"Poland","2005",1.2666171095831,"2013"
"Poland","2006",1.1922043863545,"2013"
"Poland","2007",1.02233079860992,"2013"
"Poland","2008",0.872591333899745,"2013"
"Poland","2009",1.06683284457478,"2013"
"Poland","2010",1.01716618982806,"2013"
"Poland","2011",0.970308708546778,"2013"
"Poland","2012",1.04090713725887,"2013"
"Poland","2013",1,"2013"
"Portugal","2000",1.90395300841403,"2013"
"Portugal","2001",1.8906330381102,"2013"
"Portugal","2002",1.72359015091342,"2013"
"Portugal","2003",1.38902718168813,"2013"
"Portugal","2004",1.23460978455001,"2013"
"Portugal","2005",1.19340309484439,"2013"
"Portugal","2006",1.14542981638667,"2013"
"Portugal","2007",1.0196793150104,"2013"
"Portugal","2008",0.95237285252594,"2013"
"Portugal","2009",0.975612344321284,"2013"
"Portugal","2010",1.0183001841988,"2013"
"Portugal","2011",0.973144785335315,"2013"
"Portugal","2012",1.05681148276304,"2013"
"Portugal","2013",1,"2013"
"Romania","2008",1.02135699030721,"2013"
"Romania","2009",1.05544606490606,"2013"
"Romania","2010",1.04191761021441,"2013"
"Romania","2011",0.986156888595913,"2013"
"Romania","2012",1.00337362946303,"2013"
"Romania","2013",1,"2013"
"Russia","2010",1.25630502416098,"2013"
"Russia","2011",1.14995988512029,"2013"
"Russia","2012",1.03103590281158,"2013"
"Russia","2013",1,"2013"
"Saudi Arabia","2000",1.49420878041549,"2013"
"Saudi Arabia","2001",1.56976164837108,"2013"
"Saudi Arabia","2002",1.51486424343879,"2013"
"Saudi Arabia","2003",1.33081357337287,"2013"
"Saudi Arabia","2004",1.21898859194162,"2013"
"Saudi Arabia","2005",1.18299134921398,"2013"
"Saudi Arabia","2006",1.15703088372216,"2013"
"Saudi Arabia","2007",1.07533673976172,"2013"
"Saudi Arabia","2008",1.02244714307663,"2013"
"Saudi Arabia","2009",1.05541908688603,"2013"
"Saudi Arabia","2010",1.04421956484365,"2013"
"Saudi Arabia","2011",0.983100108862674,"2013"
"Saudi Arabia","2012",1.00528469042996,"2013"
"Saudi Arabia","2013",1,"2013"
"Slovak Republic","2000",2.7953216374269,"2013"
"Slovak Republic","2001",2.7787610619469,"2013"
"Slovak Republic","2002",2.54194260485651,"2013"
"Slovak Republic","2003",1.94019607843137,"2013"
"Slovak Republic","2004",1.60370168753402,"2013"
"Slovak Republic","2005",1.50494884804125,"2013"
"Slovak Republic","2006",1.39748068169789,"2013"
"Slovak Republic","2007",1.14923210663576,"2013"
"Slovak Republic","2008",0.982182320441989,"2013"
"Slovak Republic","2009",0.993355481727575,"2013"
"Slovak Republic","2010",1.03617315675035,"2013"
"Slovak Republic","2011",0.973712446351931,"2013"
"Slovak Republic","2012",1.03608344296185,"2013"
"Slovak Republic","2013",1,"2013"
"Slovenia","2005",1.25017568517217,"2013"
"Slovenia","2006",1.2124145785877,"2013"
"Slovenia","2007",1.06676003734827,"2013"
"Slovenia","2008",0.969756097560976,"2013"
"Slovenia","2009",0.97258133257565,"2013"
"Slovenia","2010",1.02950235046199,"2013"
"Slovenia","2011",0.972121443574566,"2013"
"Slovenia","2012",1.04670590468958,"2013"
"Slovenia","2013",1,"2013"
"Spain","2000",1.95314955893368,"2013"
"Spain","2001",1.9320753121962,"2013"
"Spain","2002",1.76323444668543,"2013"
"Spain","2003",1.41629238606315,"2013"
"Spain","2004",1.23914237397963,"2013"
"Spain","2005",1.18822718999935,"2013"
"Spain","2006",1.13174230763085,"2013"
"Spain","2007",1.00465876634101,"2013"
"Spain","2008",0.933414099826662,"2013"
"Spain","2009",0.96488606320584,"2013"
"Spain","2010",1.01240524884669,"2013"
"Spain","2011",0.963459092188214,"2013"
"Spain","2012",1.04015282583622,"2013"
"Spain","2013",1,"2013"
"Sweden","2000",1.74281997906255,"2013"
"Sweden","2001",1.92163135972197,"2013"
"Sweden","2002",1.77682994486476,"2013"
"Sweden","2003",1.45228413598657,"2013"
"Sweden","2004",1.31300605540228,"2013"
"Sweden","2005",1.32480530753463,"2013"
"Sweden","2006",1.28496792511907,"2013"
"Sweden","2007",1.14514397077157,"2013"
"Sweden","2008",1.0945033065491,"2013"
"Sweden","2009",1.22191566326042,"2013"
"Sweden","2010",1.14116502009842,"2013"
"Sweden","2011",1.01662565329683,"2013"
"Sweden","2012",1.04974836735626,"2013"
"Sweden","2013",1,"2013"
"Switzerland","2000",1.9995384316393,"2013"
"Switzerland","2001",1.97862719739426,"2013"
"Switzerland","2002",1.83185379213707,"2013"
"Switzerland","2003",1.56733822454691,"2013"
"Switzerland","2004",1.44191561266054,"2013"
"Switzerland","2005",1.43633386757444,"2013"
"Switzerland","2006",1.41743357307776,"2013"
"Switzerland","2007",1.32775220072968,"2013"
"Switzerland","2008",1.19040119186975,"2013"
"Switzerland","2009",1.17186991689587,"2013"
"Switzerland","2010",1.12391377295396,"2013"
"Switzerland","2011",0.954413556840601,"2013"
"Switzerland","2012",1.00948347034253,"2013"
"Switzerland","2013",1,"2013"
"Thailand","2006",1.15618355433564,"2013"
"Thailand","2007",1.07486157253599,"2013"
"Thailand","2008",1.02207778498288,"2013"
"Thailand","2009",1.05306690089299,"2013"
"Thailand","2010",1.05200433369447,"2013"
"Thailand","2011",0.986070381231671,"2013"
"Thailand","2012",1,"2013"
"Thailand","2013",1,"2013"
"Turkey","2000",1.81963040832135,"2013"
"Turkey","2001",2.33941717791411,"2013"
"Turkey","2002",2.09849640444541,"2013"
"Turkey","2003",1.69041501976285,"2013"
"Turkey","2004",1.43265898521963,"2013"
"Turkey","2005",1.2536299650539,"2013"
"Turkey","2006",1.2235457174996,"2013"
"Turkey","2007",1.04709017155332,"2013"
"Turkey","2008",0.941366579233348,"2013"
"Turkey","2009",1.05602508445648,"2013"
"Turkey","2010",0.969177481337265,"2013"
"Turkey","2011",0.995417649413878,"2013"
"Turkey","2012",0.997846827589802,"2013"
"Turkey","2013",1,"2013"
"UNAIDS","2005",1.18151729508729,"2013"
"UNAIDS","2006",1.15650065286327,"2013"
"UNAIDS","2007",1.07523624689387,"2013"
"UNAIDS","2008",1.02204264511741,"2013"
"UNAIDS","2009",1.05500917370535,"2013"
"UNAIDS","2010",1.04415278264471,"2013"
"UNAIDS","2011",0.983394258834198,"2013"
"UNAIDS","2012",1.00528991589984,"2013"
"UNAIDS","2013",1,"2013"
"UNDP","2000",1.49412318459954,"2013"
"UNDP","2001",1.56957937535982,"2013"
"UNDP","2002",1.51519985331867,"2013"
"UNDP","2003",1.33095740337507,"2013"
"UNDP","2004",1.21897701297556,"2013"
"UNDP","2005",1.18311840110977,"2013"
"UNDP","2006",1.1569808150119,"2013"
"UNDP","2007",1.07533978997452,"2013"
"UNDP","2008",1.02246262604624,"2013"
"UNDP","2009",1.05538831504337,"2013"
"UNDP","2010",1.04427560792521,"2013"
"UNDP","2011",0.982941156762673,"2013"
"UNDP","2012",1.00527640322353,"2013"
"UNDP","2013",1,"2013"
"UNECE","2008",1.02217431475208,"2013"
"UNECE","2009",1.05526859504132,"2013"
"UNECE","2010",1.04372041214146,"2013"
"UNECE","2011",0.983226837060703,"2013"
"UNECE","2012",1.00593471810089,"2013"
"UNECE","2013",1,"2013"
"UNECE","2014",0.994295222248633,"2013"
"UNFPA","2000",1.49418824137177,"2013"
"UNFPA","2001",1.56962870005179,"2013"
"UNFPA","2002",1.51511921965318,"2013"
"UNFPA","2003",1.33082577352989,"2013"
"UNFPA","2004",1.21901268730747,"2013"
"UNFPA","2005",1.1830740684256,"2013"
"UNFPA","2006",1.15689655172414,"2013"
"UNFPA","2007",1.07535890742985,"2013"
"UNFPA","2008",1.02240277086903,"2013"
"UNFPA","2009",1.05545465267131,"2013"
"UNFPA","2010",1.04416146944359,"2013"
"UNFPA","2011",0.983104391024572,"2013"
"UNFPA","2012",1.00536348539146,"2013"
"UNFPA","2013",1,"2013"
"UNHCR","2000",1.49406381980291,"2013"
"UNHCR","2001",1.56971716807782,"2013"
"UNHCR","2002",1.51485817403606,"2013"
"UNHCR","2003",1.33084292537993,"2013"
"UNHCR","2004",1.21906569936945,"2013"
"UNHCR","2005",1.18277771198484,"2013"
"UNHCR","2006",1.15717617045024,"2013"
"UNHCR","2007",1.07522062688467,"2013"
"UNHCR","2008",1.02238815045421,"2013"
"UNHCR","2009",1.05522972758769,"2013"
"UNHCR","2010",1.0440952951701,"2013"
"UNHCR","2011",0.983072160959567,"2013"
"UNHCR","2012",1.00530046084351,"2013"
"UNHCR","2013",1,"2013"
"UNICEF","2000",1.49408095271851,"2013"
"UNICEF","2001",1.56960642351945,"2013"
"UNICEF","2002",1.51483209267547,"2013"
"UNICEF","2003",1.33083285537477,"2013"
"UNICEF","2004",1.21895587746564,"2013"
"UNICEF","2005",1.18296886550793,"2013"
"UNICEF","2006",1.15706416854294,"2013"
"UNICEF","2007",1.07529226518516,"2013"
"UNICEF","2008",1.02248260904065,"2013"
"UNICEF","2009",1.05540117427598,"2013"
"UNICEF","2010",1.04423043018336,"2013"
"UNICEF","2011",0.983109449894179,"2013"
"UNICEF","2012",1.00527985484625,"2013"
"UNICEF","2013",1,"2013"
"United Arab Emirates","2000",1.49407996772038,"2013"
"United Arab Emirates","2001",1.56954355520978,"2013"
"United Arab Emirates","2002",1.51492544021285,"2013"
"United Arab Emirates","2003",1.33081049206225,"2013"
"United Arab Emirates","2004",1.21901894627563,"2013"
"United Arab Emirates","2005",1.18303693431987,"2013"
"United Arab Emirates","2006",1.15698841749344,"2013"
"United Arab Emirates","2007",1.07533941909412,"2013"
"United Arab Emirates","2008",1.02244997170841,"2013"
"United Arab Emirates","2009",1.05541317706296,"2013"
"United Arab Emirates","2010",1.04418473453639,"2013"
"United Arab Emirates","2011",0.98306865228944,"2013"
"United Arab Emirates","2012",1.00529806141872,"2013"
"United Arab Emirates","2013",1,"2013"
"United Kingdom","2000",1.39971893913757,"2013"
"United Kingdom","2001",1.4539188934119,"2013"
"United Kingdom","2002",1.36045529636994,"2013"
"United Kingdom","2003",1.22375417934241,"2013"
"United Kingdom","2004",1.0590621514704,"2013"
"United Kingdom","2005",1.03891560675894,"2013"
"United Kingdom","2006",0.999411857786774,"2013"
"United Kingdom","2007",0.893622721254601,"2013"
"United Kingdom","2008",0.959740300023651,"2013"
"United Kingdom","2009",1.09058650146386,"2013"
"United Kingdom","2010",1.06921710341902,"2013"
"United Kingdom","2011",1.00845279789027,"2013"
"United Kingdom","2012",1.00319819422158,"2013"
"United Kingdom","2013",1,"2013"
"United States","2000",1.30281471367229,"2013"
"United States","2001",1.2732715211993,"2013"
"United States","2002",1.25529957279274,"2013"
"United States","2003",1.23067937304969,"2013"
"United States","2004",1.19752998872264,"2013"
"United States","2005",1.15978220723292,"2013"
"United States","2006",1.12552771703269,"2013"
"United States","2007",1.09661145495452,"2013"
"United States","2008",1.07560390462132,"2013"
"United States","2009",1.06700051732732,"2013"
"United States","2010",1.0543475651895,"2013"
"United States","2011",1.03291430022686,"2013"
"United States","2012",1.01426049364,"2013"
"United States","2013",1,"2013"
"UNPBF","2007",1.07434554973822,"2013"
"UNPBF","2008",1.02299880525687,"2013"
"UNPBF","2009",1.05511257035647,"2013"
"UNPBF","2010",1.04397330192383,"2013"
"UNPBF","2011",0.983185125303153,"2013"
"UNPBF","2012",1.00539329571855,"2013"
"UNPBF","2013",1,"2013"
"UNRWA","2000",1.49418179400226,"2013"
"UNRWA","2001",1.56963575145393,"2013"
"UNRWA","2002",1.51483936766956,"2013"
"UNRWA","2003",1.3308143049807,"2013"
"UNRWA","2004",1.21899371629752,"2013"
"UNRWA","2005",1.18299962868813,"2013"
"UNRWA","2006",1.15701568005164,"2013"
"UNRWA","2007",1.07535269282257,"2013"
"UNRWA","2008",1.02244341596399,"2013"
"UNRWA","2009",1.05538988642853,"2013"
"UNRWA","2010",1.04422261775878,"2013"
"UNRWA","2011",0.983106885547916,"2013"
"UNRWA","2012",1.0052934036623,"2013"
"UNRWA","2013",1,"2013"
"UNRWA","2014",0.994122166307037,"2013"
"UNTA","2000",1.49411045099714,"2013"
"UNTA","2001",1.56957016921074,"2013"
"UNTA","2002",1.51487671624536,"2013"
"UNTA","2003",1.33080252890585,"2013"
"UNTA","2004",1.21897725364575,"2013"
"UNTA","2005",1.18293069778047,"2013"
"UNTA","2006",1.15691873092052,"2013"
"UNTA","2007",1.07526796202036,"2013"
"UNTA","2008",1.02244210224421,"2013"
"WFP","2000",1.49408047187697,"2013"
"WFP","2001",1.5696022442641,"2013"
"WFP","2002",1.51493512588539,"2013"
"WFP","2003",1.3310113843638,"2013"
"WFP","2004",1.21909778605093,"2013"
"WFP","2005",1.18295284830382,"2013"
"WFP","2006",1.15709548326841,"2013"
"WFP","2007",1.07515923566879,"2013"
"WFP","2008",1.02242159715487,"2013"
"WFP","2009",1.05531016278047,"2013"
"WFP","2010",1.04431466130788,"2013"
"WFP","2011",0.983048791582012,"2013"
"WFP","2012",1.00527631015279,"2013"
"WFP","2013",1,"2013"
"WFP","2014",0.994076161216678,"2013"
"WHO","2009",1.05540102178262,"2013"
"WHO","2010",1.04420707855675,"2013"
"WHO","2011",0.983067080412213,"2013"
"WHO","2012",1.00526939331247,"2013"
"WHO","2013",1,"2013"
