X,Y,sch_name,lea_name,year,address,contact,phone,accredit,sch_core_u,lea_core_u,st_core_uq,lea_prov_t,lea_prov_s,st_prov_tc,st_prov_sp,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_t,sch_prov_s,eid,street,city,state,country,title1_p,title1_f,combokey,nces_schoo,leaid,schid,sch_addres,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sc,alt_sch,ab_group,mg_sch2,alt_acd_di,alt_disc_p,alt_other,gte_progra,provide_ap,num_ap_cou,student_ap,m_ame_7_en,m_asi_7_en,m_his_7_en,m_bla_7_en,m_whi_7_en,m_hi_pac_7,m_2_or_mor,m_tot_7_en,m_dis_idea,m_dis_504_,m_lep_7_en,f_ame_7_en,f_asi_7_en,f_his_7_en,f_bla_7_en,f_whi_7_en,f_hi_pac_7,f_2_or_mor,f_tot_7_en,f_dis_idea,f_dis_504_,f_lep_7_en,tot_fte,fte_cert,teach_1st_,teach_2nd_,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_to,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_per,more_perc,dis_504_pe,lep_perc,title_1,fte_absent,fte_teache,teach_amou,avg_teach_,tot_salari,inst_salar,expend,read_3_sco,read_4_sco,read_5_sco,read_6_sco,read_7_sco,read_8_sco,read_11_sc,write_5_sc,write_8_sc,write_11_s,math_3_sco,math_4_sco,math_5_sco,math_6_sco,math_7_sco,math_8_sco,alg_1_scor,alg_2_scor,geo_score,avg_eng_sc,avg_math_s,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_pe,pop5to17,pop5to17la,pov5to17,pov5to17la,pov_5to17_,teach_3rd_,mastbachra,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188,addrtype,addrlocat
-77.3289111,38.8597322,LANIER MIDDLE,FAIRFAX CO PBLC SCHS,_12,"3801 Jermantown Rd, Fairfax, VA 22030",Principal: Dr. Scott Poole,(703) 934-2400,Fully Accredited,0,2,1,6,2,5,1,25,72,2,26,72,2,41,56,1,5,0,1374,3801 Jermantown Rd,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,518,3801 JERMANTOWN RD,FAIRFAX,22030,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,134,131,56,218,2,32,575,103,20,125,2,143,104,71,245,0,26,591,64,14,83,103.2,103.2,5,8,,1166,49.31,50.69,4,277,235,127,463,2,58,34,208,.34,23.76,20.15,10.89,39.71,.17,4.97,2.92,17.84,4.84,7.75,0,29,77.17,4235052,54880,5616952,4399740,196938,28.1,,,,,492,506,,,441,,,,,,400,424,454,,525,480.003,414.2959,23.29,11.35,23.63,40.02,49.4,50.6,12.54,192302,191047,14596,15042,7.590145,.0787346,87.41,2.88,100,7.061334,4.636669,11.29845,15.90492,-8.314774,90.38022,-2.970215,1.486381,1.393619,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,24.69666,-11.58763,-22.24541
-77.2478839,38.835823,WAKEFIELD FOREST ELEM,FAIRFAX CO PBLC SCHS,_12,"4011 Iva Ln, Fairfax, VA 22032",Principal: Ms. Sheri D'Amato,(703) 503-2300,Fully Accredited,0,2,1,6,2,5,1,28,72,0,26,72,2,41,56,1,5,0,1401,4011 Iva Ln,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,580,4011 IVA LN,FAIRFAX,22032,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,38,32,5,152,0,20,247,55,11,35,0,38,26,5,149,0,20,238,22,5,32,34.8,34.8,1,1,,485,50.93,49.07,0,76,58,10,301,0,40,16,67,0,15.67,11.96,2.06,62.06,0,8.25,3.3,13.81,2.87,2.87,0,8,24,1646694,68612,2364292,1848836,70665,22.99,500,539,506,532,,,,480,,,435,466,451,448,486,,,,,506.9763,451.2457,7.07,2.08,16.22,61.33,51.98,48.02,8.94,192302,191047,14596,15042,7.590145,.0787346,94.26,2.571429,100,6.184149,3.549617,13.93678,15.90492,-8.314774,90.38022,3.879784,1.486381,1.085047,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-32.25952,-9.021923,-22.24541
-77.2702352,38.8614428,FROST MIDDLE,FAIRFAX CO PBLC SCHS,_12,"4101 Pickett Rd, Fairfax, VA 22032",Principal: Mr. Eric G. McCann,(703) 426-5700,Fully Accredited,1,2,1,6,2,5,1,21,78,1,26,72,2,41,56,1,8,1,1352,4101 Pickett Rd,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,479,4101 PICKETT RD,FAIRFAX,22032,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,116,47,17,320,0,23,523,85,23,38,2,110,50,17,299,2,20,500,52,17,29,87,86,6,4,,1023,51.12,48.88,2,226,97,34,619,2,43,40,67,.2,22.09,9.48,3.32,60.51,.2,4.2,3.91,6.55,6.9,4.6,0,8,57,3448110,60493,4718863,3624028,164708,9.2,,,,,522,533,,,455,,,,,,434,438,473,,527,502.3411,436.4109,7.4,3.41,22.2,60.27,51.12,48.88,10.51,192302,191047,14596,15042,7.590145,.0787346,88.5,3.714286,98.85058,6.930495,4.465908,11.75862,15.90492,-8.314774,90.38022,-1.880219,1.486381,2.227904,97.32459,1.525986,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,15.63359,-18.52452,-12.68823
-77.3617612,38.8514726,EAGLE VIEW ELEM,FAIRFAX CO PBLC SCHS,_12,"4500 Dixie Hill Road, Fairfax, VA 22030",Principal: Ms. Patricia A. Granada,(703) 322-3100,Fully Accredited,0,2,1,6,2,5,1,23,76,1,26,72,2,41,56,1,8,3,5272,4500 Dixie Hill Road,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,2496,4500 DIXIE HILL ROAD,FAIRFAX,22030,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,152,71,59,146,2,32,464,76,2,128,0,155,50,56,110,0,26,397,19,0,95,65.5,64.5,6,11,,861,53.89,46.11,2,307,121,115,256,2,58,2,223,.23,35.66,14.05,13.36,29.73,.23,6.74,.23,25.9,9.16,16.79,0,11,44.5,2676334,60142,3655423,3002830,85686,16.79,464,511,476,507,,,,472,,,399,451,441,439,505,,,,,481.2677,430.3628,18.28,13.39,35.27,30.15,54.13,45.87,6.06,192302,191047,14596,15042,7.590145,.0787346,74.05,3.304348,98.47328,6.758094,4.18205,13.14504,15.90492,-8.314774,90.38022,-16.33022,1.486381,1.817967,97.32459,1.148689,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,135.782,-15.11598,-9.551091
-77.2685139,38.808193,LITTLE RUN ELEM,FAIRFAX CO PBLC SCHS,_12,"4511 Olley Ln, Fairfax, VA 22032",Principal: Ms. Sharon B Baumgarten,(703) 503-3500,Fully Accredited,0,2,1,6,2,5,1,7,93,0,26,72,2,41,56,1,3,3,1351,4511 Olley Ln,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,525,4511 OLLEY LN,FAIRFAX,22032,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,56,44,11,68,0,8,189,55,2,56,2,59,35,5,56,2,5,164,16,0,53,36.6,36.6,0,2,,353,53.54,46.46,4,115,79,16,124,2,13,2,109,1.13,32.58,22.38,4.53,35.13,.57,3.68,.57,30.88,0,5.46,0,8,23.5,1208109,51409,1915792,1349115,33063,21.86,496,505,498,507,,,,472,,,411,452,424,450,,,,,,491.7372,430.0708,21.57,4.96,32.65,34.99,52.77,47.23,13.41,192302,191047,14596,15042,7.590145,.0787346,94.54,13.28571,100,5.866468,3.600048,9.644809,15.90492,-8.314774,90.38022,4.159782,1.486381,11.79933,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-34.58765,-98.10878,-22.24541
-77.3085001,38.8058639,OAK VIEW ELEM,FAIRFAX CO PBLC SCHS,_12,"5004 Sideburn Rd, Fairfax, VA 22032",Principal: Ms. Bonnie Glazewski,(703) 764-7100,Fully Accredited,0,2,1,6,2,5,1,37,62,2,26,72,2,41,56,1,5,0,1297,5004 Sideburn Rd,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,548,5004 SIDEBURN RD,FAIRFAX,22032,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,50,29,14,254,0,32,379,76,8,47,2,47,32,26,224,0,29,360,25,2,41,53.5,53.5,1,3,,739,51.29,48.71,2,97,61,40,478,0,61,10,88,.27,13.13,8.25,5.41,64.68,0,8.25,1.35,11.91,1.87,5.61,0,10,39.5,2339358,59224,3108544,2558751,145379,18.69,499,494,473,507,,,,463,,,438,435,409,448,471,,,,,481.7703,428.3289,6.59,5.25,13.19,64.6,51.01,48.99,8.08,192302,191047,14596,15042,7.590145,.0787346,92.52,1.675676,100,6.605298,3.979682,13.81308,15.90492,-8.314774,90.38022,2.139778,1.486381,.1892945,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-17.79177,-1.573941,-22.24541
-77.3085001,38.8058639,ROBINSON SECONDARY,FAIRFAX CO PBLC SCHS,_12,"5035 Sideburn Rd, Fairfax, VA 22032",Principal: Mr. Matthew W Eline,(703) 426-2100,Fully Accredited,1,2,1,6,2,5,1,23,73,3,26,72,2,41,56,1,4,1,1307,5035 Sideburn Rd,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,561,5035 SIDEBURN RD,FAIRFAX,22032,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,,,1,1,7,1,5,329,263,116,1193,2,80,1988,295,77,134,2,314,239,116,1097,5,89,1862,181,47,83,269.2,267.2,9,5.5,15,3850,51.64,48.36,7,643,502,232,2290,7,169,124,217,.18,16.7,13.04,6.03,59.48,.18,4.39,3.22,5.64,3.34,2.04,0,43,209.17,13151684,62876,17665369,13498309,734210,15.97,,,,,504,519,522,,449,511,,,,,404,440,452,428,452,516.5451,444.9554,11.17,6.17,16.71,59.34,52.06,47.94,11.21,192302,191047,14596,15042,7.590145,.0787346,94.62,3.173913,99.25706,8.255829,5.595455,14.30163,15.90492,-8.314774,90.38022,4.239784,1.486381,1.687532,97.32459,1.932465,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-35.25285,-14.03145,-16.068
-77.3773649,38.829606,WILLOW SPRINGS ELEM,FAIRFAX CO PBLC SCHS,_12,"5400 Willow Springs School Rd, Fairfax, VA 22030",Principal: Ms. Elizabeth Rhein,(703) 679-6000,Fully Accredited,0,2,1,6,2,5,1,31,69,0,26,72,2,41,56,1,7,3,1267,5400 Willow Springs School Rd,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,2147,5400 WILLOW SPRGS SCH RD,FAIRFAX,22030,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,149,26,29,230,0,29,465,64,11,65,0,131,23,26,212,2,29,423,31,5,50,61.1,60.1,7,3,,888,52.36,47.64,2,280,49,55,442,2,58,16,115,.23,31.53,5.52,6.19,49.77,.23,6.53,1.8,12.95,11.46,4.91,0,14,48.5,2936302,60542,3779384,3123556,161979,22.91,518,536,530,540,,,,512,,,462,467,447,462,492,,,,,523.7545,460.924,4.23,6.41,31.58,50.11,52.17,47.83,6.76,192302,191047,14596,15042,7.590145,.0787346,83.63,2.225806,98.36334,6.788972,4.112512,14.53355,15.90492,-8.314774,90.38022,-6.750221,1.486381,.7394253,97.32459,1.03875,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,56.12656,-6.148154,-8.636969
-77.3085001,38.8058639,BONNIE BRAE ELEM,FAIRFAX CO PBLC SCHS,_12,"5420 Sideburn Rd, Fairfax, VA 22032",Principal: Ms. Kathy Bruce,(703) 321-3900,Fully Accredited,3,2,1,6,2,5,1,27,71,0,26,72,2,41,56,1,11,0,1311,5420 Sideburn Rd,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,2116,5420 SIDEBURN RD,FAIRFAX,22032,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,74,68,17,173,2,32,368,52,8,80,2,50,68,32,191,0,32,375,28,2,74,52.6,51.6,6,3,,743,49.53,50.47,4,124,136,49,364,2,64,10,154,.54,16.69,18.3,6.59,48.99,.27,8.61,1.35,20.73,11.41,5.7,0,17,40.6,2562142,63107,3396062,2812044,103162,32.32,482,491,472,496,,,,455,,,428,428,403,435,509,,,,,474.3446,420.2161,18.48,6.52,17.02,49.2,49.87,50.13,4.53,192302,191047,14596,15042,7.590145,.0787346,82.89,2.62963,98.09886,6.610696,3.962716,14.12547,15.90492,-8.314774,90.38022,-7.490219,1.486381,1.143248,97.32459,.7742691,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,62.27948,-9.505852,-6.437872
-77.2613018,38.8475796,MANTUA ELEM,FAIRFAX CO PBLC SCHS,_12,"9107 Horner Court, Fairfax, VA 22031",Principal: Mrs. Jan-Marie Fernandez,(703) 645-6300,Fully Accredited,0,2,1,6,2,5,1,16,81,1,26,72,2,41,56,1,3,0,1385,9107 Horner Court,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,533,9107 HORNER COURT,FAIRFAX,22031,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,110,56,11,278,0,26,481,85,29,65,2,110,35,11,251,0,29,438,28,20,41,65.1,64.1,6,0,,919,52.34,47.66,2,220,91,22,529,0,55,49,106,.22,23.94,9.9,2.39,57.56,0,5.98,5.33,11.53,9.22,0,0,13,52.1,3092379,59355,3988008,3336302,142231,19.97,514,531,505,529,,,,498,,,456,465,414,450,485,,,,,512.0625,451.371,8.38,2.72,24.05,57.34,52.34,47.66,8.05,192302,191047,14596,15042,7.590145,.0787346,90.78,5.0625,98.46391,6.823286,4.175925,14.11674,15.90492,-8.314774,90.38022,.3997803,1.486381,3.576119,97.32459,1.139313,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-3.324082,-29.73462,-9.473127
-77.2761095,38.831043,OLDE CREEK ELEM,FAIRFAX CO PBLC SCHS,_12,"9524 Old Creek Dr, Fairfax, VA 22032",Principal: Ms. Twila S. Mack,(703) 426-3100,Fully Accredited,0,2,1,6,2,5,1,25,75,0,26,72,2,41,56,1,6,4,1326,9524 Old Creek Dr,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,551,9524 OLD CREEK DR,FAIRFAX,22032,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,41,47,17,119,0,8,234,67,5,44,0,41,35,14,107,0,8,205,22,5,32,43.8,42.8,3,2,,439,53.3,46.7,2,82,82,31,226,0,16,10,76,.46,18.68,18.68,7.06,51.48,0,3.64,2.28,17.31,6.85,4.57,0,5,23,1552495,67500,2306835,1778993,62793,11.42,487,509,511,528,,,,489,,,448,462,456,456,510,,,,,498.6526,455.0555,17.47,6.67,18.16,51.95,53.56,46.44,7.59,192302,191047,14596,15042,7.590145,.0787346,88.58,3,97.7169,6.084499,3.779634,10.02283,15.90492,-8.314774,90.38022,-1.800217,1.486381,1.513619,97.32459,.3923035,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,14.96839,-12.5854,-3.261914
-77.2856499,38.8430521,WOODSON HIGH,FAIRFAX CO PBLC SCHS,_12,"9525 Main St, Fairfax, VA 22031",Principal: Mr. Jeffrey A. Yost,(703) 503-4600,Fully Accredited,3,2,1,6,2,5,1,22,75,2,26,72,2,41,56,1,5,1,1389,9525 Main St,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,600,9525 MAIN ST,FAIRFAX,22031,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,0,1,28,1,2,245,95,38,668,2,50,1100,205,53,50,5,233,89,32,593,2,38,992,100,44,38,169.33,169.33,5,7,9,2092,52.58,47.42,7,478,184,70,1261,4,88,97,88,.33,22.85,8.8,3.35,60.28,.19,4.21,4.64,4.21,2.95,4.13,0,42,114.33,7093301,62042,9979770,7303008,421250,24.8,,,,,,,536,,,521,,,,,,,437,436,455,528.5766,444.8234,7.93,3.61,22.57,60.39,52.46,47.54,11.26,192302,191047,14596,15042,7.590145,.0787346,92.92,3.409091,100,7.645876,5.131849,12.35457,15.90492,-8.314774,90.38022,2.53978,1.486381,1.92271,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-21.11769,-15.9869,-22.24541
-77.2806889,38.874393,MOSBY WOODS ELEM,FAIRFAX CO PBLC SCHS,_12,"9819 Five Oaks Rd, Fairfax, VA 22031",Principal: Ms. Mahri Aste,(703) 937-1600,Fully Accredited,0,2,1,6,2,5,1,33,67,0,26,72,2,41,56,1,8,3,1350,9819 Five Oaks Rd,FAIRFAX,VA,USA,0,0,5.101e+11,5.101e+11,5101260,539,9819 FIVE OAKS RD,FAIRFAX,22031,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,140,92,32,140,0,29,433,61,5,146,2,122,71,38,146,0,26,405,28,0,119,65.1,64.1,6,5,,838,51.67,48.33,2,262,163,70,286,0,55,5,265,.24,31.26,19.45,8.35,34.13,0,6.56,.6,31.62,9.22,7.68,0,10,52.6,2793065,53100,3658801,3073362,122094,15.36,516,534,523,525,,,,512,,,474,465,453,477,517,,,,,521.438,466.3051,26.7,8.46,30.63,34.21,51.97,48.03,5.01,192302,191047,14596,15042,7.590145,.0787346,83.1,2.030303,98.46391,6.731018,4.175925,12.8725,15.90492,-8.314774,90.38022,-7.28022,1.486381,.5439218,97.32459,1.139313,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,60.53338,-4.522587,-9.473127
-77.3255147,38.8004356,FAIRVIEW ELEM,FAIRFAX CO PBLC SCHS,_12,"5815 Ox Rd, Fairfax Station, VA 22039",Principal: Ms. Lynn A Mayer,(703) 503-3700,Fully Accredited,0,2,1,6,2,5,1,32,63,0,26,72,2,41,56,1,7,0,1454,5815 Ox Rd,FAIRFAX STATION,VA,USA,0,0,5.101e+11,5.101e+11,5101260,467,5815 OX RD,FAIRFAX STATION,22039,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,38,41,17,287,0,11,396,70,14,41,0,35,32,11,242,0,14,334,25,5,32,47.2,47.2,4,3,,730,54.25,45.75,2,73,73,28,529,0,25,19,73,.27,10,10,3.84,72.47,0,3.42,2.6,10,8.47,6.36,0,15,35.2,2230958,63379,2982711,2436491,110148,31.78,495,525,516,534,,,,492,,,420,449,443,450,503,,,,,507.7302,437.609,5.77,3.57,10.16,72.53,54.53,45.47,6.45,192302,191047,14596,15042,7.590145,.0787346,85.17,1.96875,100,6.593045,3.854394,15.4661,15.90492,-8.314774,90.38022,-5.21022,1.486381,.4823688,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,43.3218,-4.010787,-22.24541
-79.2999949,37.871827,FAIRFIELD ELEM,ROCKBRIDGE CO PBLC SCHS,_12,"20 Fairfield School Rd, Fairfield, VA 24435",Principal: Ms. Vicki W. Stevens,(540) 348-5202,Fully Accredited,0,1,1,6,2,5,1,37,63,0,45,53,1,41,56,1,,,747,20 Fairfield School Rd,FAIRFIELD,VA,USA,0,0,5.103e+11,5.103e+11,5103370,1481,20 FAIRFIELD SCHOOL RD,FAIRFIELD,24435,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,0,8,5,164,0,5,184,31,0,2,2,0,11,5,152,0,2,172,19,0,2,25.85,25.85,0,1,,356,51.69,48.31,4,0,19,10,316,0,7,0,4,1.12,0,5.34,2.81,88.76,0,1.97,0,1.12,0,3.87,1,4,25.85,1141853,44172,1577162,1195669,180943,15.47,456,473,474,,,,,466,,,401,432,451,,,,,,,467.1658,427.4014,77.27,0,0,89.57,50.53,49.47,2.67,3167,3189,504,523,15.91411,.1640013,96.13,1.702703,100,5.874931,3.252311,13.77176,15.90492,.0091953,90.38022,5.749779,1.486381,.2163216,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,.0528711,.0019891,.0246012
-77.1794159,38.89413,MT DANIEL SCHOOL,FALLS CHURCH CITY PBLC SCHS,_12,"2328 N Oak St, Falls Church, VA 22046",Principal: Mrs. Kathleen Halayko,(703) 248-5640,Fully Accredited,0,3,1,5,1,5,1,35,65,0,20,77,2,41,56,1,6,0,450,2328 N Oak St,FALLS CHURCH,VA,USA,0,0,5.101e+11,5.101e+11,5101290,2204,2328 N OAK ST,FALLS CHURCH,22046,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,14,35,5,110,0,14,178,28,2,20,2,14,26,8,110,0,14,174,10,2,20,31.6,31.6,1,3,,352,50.57,49.43,2,28,61,13,220,0,28,4,40,.57,7.95,17.33,3.69,62.5,0,7.95,1.14,11.36,3.16,9.49,0,7,31.6,1572654,49768,2767441,2001562,225544,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,2353,67,55,2.775476,.0233744,87.35,1.857143,100,5.863631,3.453157,11.13924,15.90492,-13.12944,90.38022,-3.03022,1.486381,.3707616,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,39.7851,-4.867893,-35.12661
-77.1853219,38.890339,TIMBER LANE ELEM,FAIRFAX CO PBLC SCHS,_12,"2737 West St, Falls Church, VA 22046",Principal: Mrs. Kimberly N. Cook,(703) 206-5300,Fully Accredited,0,2,1,6,2,5,1,16,82,2,26,72,2,41,56,1,5,2,1400,2737 West St,FALLS CHURCH,VA,USA,0,0,5.101e+11,5.101e+11,5101260,575,2737 WEST ST,FALLS CHURCH,22046,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,53,158,23,71,0,14,319,64,2,131,0,53,104,17,53,0,11,238,31,2,92,69.5,69.5,3,3,,557,57.27,42.73,0,106,262,40,124,0,25,4,223,0,19.03,47.04,7.18,22.26,0,4.49,.72,40.04,4.32,4.32,1,5,37.5,2091913,55784,2979985,2391656,95937,7.19,466,502,495,508,,,,464,,,423,454,384,451,472,,,,,482.4029,429.1897,46.11,6.87,19.17,22.42,56.78,43.22,11.39,192302,191047,14596,15042,7.590145,.0787346,91.36,5.125,100,6.322565,4.241327,8.014388,15.90492,-8.314774,90.38022,.9797821,1.486381,3.638619,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-8.146667,-30.25429,-22.24541
-77.183696028413607,38.8834537,THOMAS JEFFERSON ELEM,FALLS CHURCH CITY PBLC SCHS,_12,"601 S Oak St, Falls Church, VA 22046",Principal: Mr. Bob Palermo,(703) 248-5660,Fully Accredited,0,3,1,5,1,5,1,16,84,0,20,77,2,41,56,1,2,0,454,601 S Oak St,FALLS CHURCH,VA,USA,0,0,5.101e+11,5.101e+11,5101290,1844,601 S OAK ST,FALLS CHURCH,22046,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,8,29,11,185,2,23,260,52,5,29,0,17,23,5,134,0,20,199,16,2,23,39.15,39.15,2,0,,459,56.64,43.36,2,25,52,16,319,2,43,7,52,.44,5.45,11.33,3.49,69.5,.44,9.37,1.53,11.33,5.11,0,1,16,39.15,2236066,57115,3367859,2810336,360432,40.87,524,523,,,,,,,,,474,463,,,,,,,,,,6.65,3.86,6.44,68.67,56.22,43.78,4.94,2414,2353,67,55,2.775476,.0233744,94.89,5.25,100,6.12905,3.6674,11.72414,15.90492,-13.12944,90.38022,4.509781,1.486381,3.763619,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-59.21091,-49.41422,-35.12661
-77.1900549,38.884741,BAILEYS ELEM,FAIRFAX CO PBLC SCHS,_12,"6111 Knollwood Dr, Falls Church, VA 22041",Principal: Ms. Marie M. Lemmon,(703) 575-6800,Fully Accredited,2,2,1,6,2,5,1,27,73,0,26,72,2,41,56,1,12,1,1423,6111 Knollwood Dr,FALLS CHURCH,VA,USA,0,0,5.101e+11,5.101e+11,5101260,426,6111 KNOLLWOOD DR,FALLS CHURCH,22041,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,1,,,,5,68,356,29,170,0,11,639,103,5,386,2,53,353,32,140,0,14,594,49,2,371,121.6,119.6,6,11,,1233,51.82,48.18,7,121,709,61,310,0,25,7,757,.57,9.81,57.5,4.95,25.14,0,2.03,.57,61.39,4.93,9.05,1,21,78,4928419,63185,6544132,5611194,388957,17.27,445,474,464,,,,,447,,,392,409,423,,,,,,,458.7134,406.681,55.29,5,9.76,25.27,52.01,47.99,8.12,192302,191047,14596,15042,7.590145,.0787346,86.02,2.703704,98.35526,7.117206,4.800737,10.1398,15.90492,-8.314774,90.38022,-4.360222,1.486381,1.217322,97.32459,1.03067,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,36.25426,-10.12176,-8.569789
-77.4554319,38.332944,FALMOUTH ELEM,STAFFORD CO PBLC SCHS,_12,"1000 Forbes St, Falmouth, VA 22405",Principal: Mrs. Gayle J. Thyrring,(540) 373-7458,Fully Accredited,0,1,1,3,0,5,1,40,60,0,41,57,0,41,56,1,,,623,1000 Forbes St,FALMOUTH,VA,USA,0,0,5.104e+11,5.104e+11,5103660,1596,1000 FORBES ST,FALMOUTH,22405,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,11,35,53,125,2,17,243,37,2,17,2,11,32,56,116,0,26,243,19,2,11,31.5,31.5,1,3,,486,50,50,2,22,67,109,241,2,43,4,28,.41,4.53,13.79,22.43,49.59,.41,8.85,.82,5.76,3.17,9.52,1,18,31.5,2057717,65324,2721241,2387055,49266,57.14,456,459,482,,,,,466,,,426,426,453,,,,,,,465.641,434.9648,41.56,22.63,4.94,48.97,50.21,49.79,2.67,28099,28447,1668,1980,5.936154,.0696031,87.31,1.5,100,6.186209,3.449988,15.42857,15.90492,-9.968764,90.38022,-3.070221,1.486381,.0136188,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,30.60631,-.1357629,-26.67051
