district_teach_salary,school_teach_salary,district_pt_tch_absent_10_days,school_pt_tch_absent_10_days,district_pt_tch_2ndyear,school_pt_tch_2ndyear,district_pt_tch_1styear,school_pt_tch_1styear,district_pt_tch_state_license,school_pt_tch_state_license,district_tch_FTE,school_tch_FTE,district_counsel_FTE,school_counsel_FTE,district_ratio,school_ratio,non_personnel_expenditures,non_personnel_expenditures_perpupil,instructional_staff_salaries,instructional_staff_salaries_perpupil,SCH_NAME,School_ID,SCHID,Survey_Year_Key,SurveyYear,LEA_ID,LEA_NAME,LEAID,SCH_ADDRESS,SCH_CITY,SCH_STATE,SCH_ZIP,Male_Enrollment,Female_Enrollment,Total_Enrollment,M_Percent,F_Percent,AME_Percent,ASI_Percent,HIS_Percent,BLA_Percent,WHI_Percent,HI_PAC_Percent,MORE_Percent,DIS_Percent,LEP_Percent,LEPEnrolled_Percent,_504_Percent,FocusOnDisabilities,STUDENTS_TO_TEACHERS,OffersDicipline,OffersMagnetProgram,IsCharterSchool,IsAlternativeSchool,OffersAP,TeacherCount,OffersAbilityGrouping,OffersPreK,OffersKindergarten,OffersGTE,OffersSingleSex,OffersAthletics,Title1_Status,TOT_LEA_SCHOOLS,SP_ED_EVAL,GradesOffered,LEA_TOT_Enrollment_Schools,MEMBERSHIP_LEA,KinderLen,PrekinderLen,PreKinderAge,non_IDEA_504,FRPL,JuvenileJustice,RACE_5_7,Long_NCES_ID,Combokey,Incomplete,Am Ind/AK Nat Enrollment,Am Ind/AK Nat In-School Susp,Am Ind/AK Nat Out-School Susp,Am Ind/AK Nat Expulsions,Asian Enrollment,Asian In-School Susp,Asian Out-School Susp,Asian Expulsions,Black Enrollment,Black In-School Susp,Black Out-School Susp,Black Expulsions,Hispanic Enrollment,Hispanic In-School Susp,Hispanic Out-School Susp,Hispanic Expulsions,Nat HI/Pac Isl Enrollment,Nat HI/Pac Isl In-School Susp,Nat HI/Pac Isl Out-School Susp,Nat HI/Pac Isl Expulsions,Two or More Enrollment,Two or More In-School Susp,Two or More Out-School Susp,Two or More Expulsions,White Enrollment,White In-School Susp,White Out-School Susp,White Expulsions,Total Enrollment,Total In-School Susp,Total Out-School Susp,Total Expulsions,Referrals to Law Enforcement,Students with School Related Arrests,Expulsions Under Zero-tolerance
42729,47377,33,38,0.93,0,8.15,9.52,96.51,90.48,429.6,21,9,0,17,20,99671,256,764362,1965,STANLEYTOWN ELEMENTARY,211103,00860,6,2011,26571,HENRY CO PBLC SCHS,5101920,74 EDGEWOOD DR,STANLEYTOWN,VA,24168,52.69,47.31,391,52.69,47.31,0,0,14.8,17.1,60.1,0,7.9,20.5,8.7,9.3,0.5,0,18.52,0,0,0,0,0,21,0,1,1,1,false,false,true,15,0,"Preschool,K,1,2,3,4,5",7476,7460,Full Day,Full Day,4,0,71.47,false,7,510192000860,,,0,0,0,0,0,0,0,0,67,0,0,0,58,0,0,0,0,0,0,0,31,0,7,0,235,0,4,0,391,0,11,0,0,0,0
42729,37930,33,63,0.93,1.8,8.15,5.41,96.51,94.59,429.6,55.5,9,4,17,17,259772,285,2352457,2585,MAGNA VISTA HIGH,211104,02125,6,2011,26571,HENRY CO PBLC SCHS,5101920,701 MAGNA VISTA SCHOOL RD,RIDGEWAY,VA,24148,51.63,48.37,918,51.63,48.37,0.2,0.4,6.6,32.8,56.6,0.2,3,12.0,2.1,2.1,0.4,0,16.11,0,0,0,0,1,55.5,0,0,0,1,false,true,false,15,0,"9,10,11,12",7476,7460,Full Day,Full Day,4,0,51.32,false,7,510192002125,,,2,0,0,0,4,0,2,0,301,10,74,0,61,2,12,2,2,0,0,0,28,2,6,0,520,7,73,0,918,21,167,2,28,13,0
42729,41006,33,18,0.93,0,8.15,0,96.51,100,429.6,17,9,0,17,17,82679,279,772421,2610,MT. OLIVET ELEMENTARY,211105,02443,6,2011,26571,HENRY CO PBLC SCHS,5101920,255 LANCER LANE,MARTINSVILLE,VA,24112,55.17,44.83,290,55.17,44.83,0,1.4,9.7,35.5,51,0,2.4,11.0,5.5,6.1,0.0,0,17.41,0,0,0,0,0,17,0,1,1,1,false,false,true,15,0,"Preschool,K,1,2,3,4,5",7476,7460,Full Day,Full Day,4,0,55.07,false,7,510192002443,,,0,0,0,0,4,0,0,0,103,0,4,0,28,0,0,0,0,0,0,0,7,0,0,0,148,0,0,0,290,0,4,0,2,0,0
42729,38854,33,0,0.93,0,8.15,0,96.51,100,429.6,5,9,1,17,8,14533,363,201284,5032,CENTER FOR COMMUNITY LEARNING,211107,99999,6,2011,26571,HENRY CO PBLC SCHS,5101920,340 Ridgedale Drive,Martinsville,VA,24112,67.5,32.5,40,67.5,32.5,0,0,0,10,85,0,5,17.5,0,0,0.0,0,8.00,1,0,0,1,0,5,0,0,0,1,false,false,,15,0,"6,7,8,9,10,11,12",7476,7460,Full Day,Full Day,4,0,0,false,7,,510192099999,,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,19,0,40,0,21,0,12,10,0
44425,44791,37,36,0,0,5,0,100,100,40,14,8,4,2,2,32220,1039,794425,25627,VIRGINIA SCHOOL FOR BLIND,275345,02559,6,2011,32482,VSDB-STAUNTON,5100058,PO BOX 2069,STAUNTON,VA,24402,46.88,53.13,32,46.88,53.13,0,6.3,12.5,21.9,59.4,0,0,90.6,0,0,0.0,1,2.21,0,0,0,0,0,14,1,0,1,0,false,false,false,2,0,"K,1,2,3,4,5,6,7,8,9,10,11,12",114,113,Full Day,Full Day,None,0,0,false,7,510005802559,,,0,0,0,0,2,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,32,0,4,0,0,0,0
42933,42381,29,62,6.24,0,11.51,0,99.04,100,417,21,5,0,14,14,0,0,940310,3496,CHINCOTEAGUE ELEM,275346,00006,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,6078 HALLIE WHEALTON SMITH DR,CHINCOTEAGUE,VA,23336,54.48,45.52,268,54.48,45.52,0.8,0.8,2.6,13.8,78.7,0.8,2.6,13.1,1.5,1.5,0.8,0,12.81,0,0,0,0,0,21,0,1,1,1,false,false,false,13,95,"Preschool,K,1,2,3,4,5",5273,5030,Full Day,Full Day,4,0,48.33,false,7,510006000006,,,2,0,0,0,2,0,0,0,37,2,4,0,7,0,0,0,2,0,0,0,7,0,0,0,211,2,4,0,268,4,8,0,0,0,0
42933,42655,29,37,6.24,7.41,11.51,0,99.04,100,417,27,5,1,14,11,0,0,1168450,4071,CHINCOTEAGUE HIGH,275347,00007,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,4586 MAIN ST,CHINCOTEAGUE,VA,23336,57.14,42.86,294,57.14,42.86,0.7,1.4,1.4,11.6,83,0.7,1.4,9.9,0,0,3.4,0,9.90,0,0,0,0,1,27,0,0,0,1,false,true,false,13,95,"6,7,8,9,10,11,12",5273,5030,Full Day,Full Day,4,0,36.24,false,7,510006000007,,,2,0,0,0,4,0,0,0,34,16,10,0,4,0,2,0,2,0,0,0,4,0,0,0,244,43,12,2,294,59,24,2,2,0,2
42933,40405,29,21,6.24,12.77,11.51,14.89,99.04,100,417,47,5,0,14,14,0,0,2154354,3431,KEGOTANK ELEM,275348,00009,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,PO BOX 28,MAPPSVILLE,VA,23407,53.02,46.98,630,53.02,46.98,0,0.3,21.1,36.8,37.8,0,4,13.7,18.3,18.8,0.6,0,10.47,0,0,0,0,0,47,0,1,1,1,false,false,true,13,95,"Preschool,K,1,2,3,4,5",5273,5030,Full Day,Full Day,4,0,72.13,false,7,510006000009,,,0,0,0,0,2,0,2,0,232,40,29,0,133,0,2,0,0,0,0,0,25,4,6,0,238,19,11,0,630,63,50,0,2,0,0
42933,39228,29,15,6.24,21.95,11.51,17.07,99.04,100,417,41,5,0,14,14,0,0,1841239,3448,PUNGOTEAGUE ELEM,275349,00012,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,28480 BOBTOWN RD,MELFA,VA,23410,56.93,43.07,534,56.93,43.07,0,0.4,18.2,50.2,26,0,5.2,9.4,14.2,14,0.8,0,9.37,0,0,0,0,0,41,0,1,1,1,false,false,true,13,95,"Preschool,K,1,2,3,4,5",5273,5030,Full Day,Full Day,4,0,74.91,false,7,510006000012,,,0,0,0,0,2,0,0,0,268,110,48,0,97,18,5,0,0,0,0,0,28,0,0,0,139,29,9,0,534,157,62,0,2,0,0
42933,43257,29,38,6.24,0,11.51,0,99.04,100,417,13,5,0,14,5,0,0,578783,8268,TANGIER COMBINED,275350,00014,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,PO BOX 245,TANGIER,VA,23440,58.57,41.43,70,58.57,41.43,0,0,0,0,100,0,0,20.0,0,0,10.0,0,5.38,0,0,0,0,1,13,0,0,1,1,false,false,false,13,95,"K,1,2,3,4,5,6,7,8,9,10,11,12",5273,5030,Full Day,Full Day,4,0,44.29,false,7,510006000014,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,14,0,70,0,14,0,0,0,0
42933,39206,29,54,6.24,4.88,11.51,17.07,99.04,100,417,41,5,0,14,14,0,0,1781987,3148,ACCAWMACKE ELEM,275351,01737,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,P.O. BOX 389,ACCOMAC,VA,23301,54.75,45.25,568,54.75,45.25,0,0.7,26.1,32.9,40.3,0,0,12.0,25.5,26,0.4,0,11.32,0,0,0,0,0,41,0,1,1,1,false,false,true,13,95,"Preschool,K,1,2,3,4,5",5273,5030,Full Day,Full Day,4,0,71.2,false,7,510006001737,,,0,0,0,0,4,0,0,0,187,137,34,0,148,7,7,0,0,0,0,0,0,0,0,0,229,59,17,0,568,203,58,0,0,0,0
42933,37868,29,27,6.24,4.55,11.51,15.91,99.04,100,417,44,5,0,14,14,0,0,1636806,2832,METOMPKIN ELEM,275352,01738,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,24501 PARKSLEY RD,PARKSLEY,VA,23421,52.26,47.74,574,52.26,47.74,0.4,0.7,36.8,34.1,26.3,0,1.7,17.1,35.7,35.3,0.4,0,10.91,0,0,0,0,0,44,0,1,1,1,false,false,true,13,95,"Preschool,K,1,2,3,4,5",5273,5030,Full Day,Full Day,4,0,87.72,false,7,510006001738,,,2,0,2,0,4,0,0,0,196,15,19,0,211,0,4,0,0,0,0,0,10,5,6,0,151,7,8,0,574,27,39,0,0,0,0
42933,43899,29,11,6.24,4.55,11.51,20.45,99.04,100,417,44,5,2,14,14,0,0,1958527,3281,NANDUA HIGH,275353,02003,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,26350 LANKFORD HIGHWAY,ONLEY,VA,23418,51.67,48.33,600,51.67,48.33,0,0.3,9.7,44.7,44.7,0,0.7,8.3,9.2,9.1,2.7,0,10.85,0,0,0,0,1,44,0,0,0,0,false,true,false,13,95,"9,10,11,12",5273,5030,Full Day,Full Day,4,0,56.78,false,7,510006002003,,,0,0,0,0,2,0,0,0,268,92,50,6,58,16,2,0,0,0,0,0,4,0,2,0,268,44,17,4,600,152,71,10,6,2,9
42933,43203,29,39,6.24,6.82,11.51,9.09,99.04,100,417,44,5,2,14,14,0,0,1924905,3182,ARCADIA HIGH,275354,02028,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,PO BOX 69,OAK HALL,VA,23416,52.14,47.86,608,52.14,47.86,0,1.1,15.9,43.1,39.1,0.3,0.3,13.2,5.1,5.6,1.1,0,11.86,0,0,0,0,1,44,0,0,0,0,false,true,false,13,95,"9,10,11,12",5273,5030,Full Day,Full Day,4,0,59.83,false,7,510006002028,,,0,0,0,0,7,2,0,0,262,125,58,0,97,24,8,0,2,0,0,0,2,0,0,0,238,81,33,0,608,232,99,0,13,13,2
42933,42675,29,7,6.24,0,11.51,6.98,99.04,90.7,417,43,5,0,14,11,0,0,1861996,3673,NANDUA MIDDLE,275355,02433,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,20330 WARRIOR DR.,ONLEY,VA,23418,53.53,46.47,510,53.53,46.47,0.8,0.8,12.6,45.5,39.6,0,0.8,9.8,9.6,9.9,2.0,0,12.07,0,0,0,0,0,43,0,0,0,1,false,false,true,13,95,"6,7,8",5273,5030,Full Day,Full Day,4,0,68.84,false,7,510006002433,,,4,4,0,0,4,2,0,0,232,101,88,13,64,19,4,0,0,0,0,0,4,4,2,0,202,53,23,2,510,183,117,15,0,0,0
42933,40298,29,47,6.24,0,11.51,6.67,99.04,100,417,45,5,0,14,11,0,0,1922509,4022,ARCADIA MIDDLE,275356,02434,6,2011,32483,ACCOMACK CO PBLC SCHS,5100060,P. O. BOX 220,OAK HALL,VA,23416,53.68,46.32,475,53.68,46.32,0.4,0.8,16,40,41.3,0,1.5,10.5,6.5,6.9,0.8,0,9.96,0,0,0,0,0,45,0,0,0,1,false,false,true,13,95,"6,7,8",5273,5030,Full Day,Full Day,4,0,70.92,false,7,510006002434,,,2,0,0,0,4,0,0,0,190,65,51,4,76,12,13,0,0,0,0,0,7,0,0,0,196,35,32,2,475,112,96,6,0,0,0
54002,57013,0,0,3.9,3.82,4.5,0,96.41,100,845.29,26.2,20.69,0,17,17,148516,330,1594609,3544,MERIWETHER LEWIS ELEM,275357,00028,6,2011,32484,ALBEMARLE CO PBLC SCHS,5100090,1610 OWENSVILLE ROAD,CHARLOTTESVILLE,VA,22901,54.85,45.15,454,54.85,45.15,0.4,2.9,2.9,0.4,91.4,0.4,1.5,7.0,2.9,4,0.0,0,16.54,0,0,0,0,0,26.2,1,1,1,1,false,false,false,26,0,"Preschool,K,1,2,3,4,5",13146,13130,Full Day,Full Day,4,0,9.11,false,7,510009000028,,,2,0,0,0,13,0,0,0,2,0,0,0,13,0,0,0,2,0,0,0,7,0,0,0,415,4,6,0,454,4,6,0,0,0,0
54002,56039,0,0,3.9,0,4.5,5.57,96.41,100,845.29,35.93,20.69,0,17,17,132135,227,2250492,3873,AGNOR-HURT ELEM,275358,00002,6,2011,32484,ALBEMARLE CO PBLC SCHS,5100090,3201 BERKMAR DRIVE,CHARLOTTESVILLE,VA,22901,49.48,50.52,582,49.48,50.52,0.7,5.8,21.3,16.7,48.6,0,6.9,11.2,22.9,22.6,0.0,0,15.32,0,0,0,0,0,35.93,1,1,1,1,false,false,true,26,0,"Preschool,K,1,2,3,4,5",13146,13130,Full Day,Full Day,4,0,46.99,false,7,510009000002,,,4,0,0,0,34,0,0,0,97,0,8,0,124,0,0,0,0,0,0,0,40,0,0,0,283,2,4,0,582,2,12,0,2,0,0
54002,51731,0,0,3.9,0,4.5,0,96.41,100,845.29,15.31,20.69,0,17,17,60047,231,863128,3320,VIRGINIA L MURRAY ELEM,275359,00003,6,2011,32484,ALBEMARLE CO PBLC SCHS,5100090,3251 MORGANTOWN ROAD,CHARLOTTESVILLE,VA,22903,53.46,46.54,260,53.46,46.54,0,5,3.9,5,80,0,6.2,7.7,7.3,8.1,0.0,0,16.98,0,0,0,0,0,15.31,1,1,1,1,false,false,false,26,0,"Preschool,K,1,2,3,4,5",13146,13130,Full Day,Full Day,4,0,9.23,false,7,510009000003,,,0,0,0,0,13,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,208,0,0,0,260,0,0,0,0,0,0
54002,55107,0,0,3.9,5.77,4.5,2.88,96.41,94.39,845.29,104.01,20.69,8.52,17,17,1116409,633,5887571,3340,ALBEMARLE HIGH,275360,00015,6,2011,32484,ALBEMARLE CO PBLC SCHS,5100090,2775 HYDRAULIC ROAD,CHARLOTTESVILLE,VA,22901,49.91,50.09,1761,49.91,50.09,0.4,5.3,8.4,14.4,66.7,0,4.8,10.2,8.1,8.1,1.3,0,16.45,0,1,0,0,1,104.01,1,0,0,1,false,true,false,26,0,"9,10,11,12",13146,13130,Full Day,Full Day,4,0,20.99,false,7,510009000015,,,7,4,0,0,94,12,2,0,253,125,41,0,148,59,21,0,0,0,0,0,85,27,10,0,1174,218,46,0,1761,445,120,0,52,0,0
54002,53224,0,0,3.9,0,4.5,8.7,96.41,100,845.29,11.5,20.69,0,17,14,61130,413,660033,4460,BENJAMIN F YANCEY ELEM,275361,00016,6,2011,32484,ALBEMARLE CO PBLC SCHS,5100090,7625 PORTERS ROAD,ESMONT,VA,22937,53.74,46.26,147,53.74,46.26,0,1.4,6.8,29.3,55.8,0,6.8,13.6,4.8,6.1,0.0,0,11.84,0,0,0,0,0,11.5,1,1,1,1,false,false,true,26,0,"Preschool,K,1,2,3,4,5",13146,13130,Full Day,Full Day,4,0,61.49,false,7,510009000016,,,0,0,0,0,2,0,0,0,43,0,6,0,10,0,0,0,0,0,0,0,10,0,0,0,82,0,6,0,147,0,12,0,0,0,0
54002,52587,0,0,3.9,5.31,4.5,0,96.41,100,845.29,18.85,20.69,0,17,14,77772,296,1034995,3935,BROADUS WOOD ELEM,275362,00017,6,2011,32484,ALBEMARLE CO PBLC SCHS,5100090,185 BUCK MOUNTAIN ROAD,EARLYSVILLE,VA,22936,44.74,55.26,266,44.74,55.26,1.9,1.5,4.9,0.8,86.1,0,4.9,9.8,2.6,4.2,0.8,0,13.25,0,0,0,0,0,18.85,1,1,1,1,false,false,false,26,0,"Preschool,K,1,2,3,4,5",13146,13130,Full Day,Full Day,4,0,15.21,false,7,510009000017,,,5,0,0,0,4,0,0,0,2,0,0,0,13,0,2,0,0,0,0,0,13,0,0,0,229,0,6,0,266,0,8,0,0,0,0
54002,52974,0,0,3.9,7.66,4.5,10.22,96.41,98.72,845.29,39.15,20.69,0,17,17,151831,229,2268545,3427,BROWNSVILLE ELEM,275363,00018,6,2011,32484,ALBEMARLE CO PBLC SCHS,5100090,5870 ROCKFISH GAP TURNPIKE,CROZET,VA,22932,50.68,49.32,663,50.68,49.32,0.3,2,5.6,3.3,85.2,0.3,3.3,8.0,2.9,3.5,0.0,0,14.50,0,0,0,0,0,39.15,1,1,1,1,false,false,false,26,0,"Preschool,K,1,2,3,4,5",13146,13130,Full Day,Full Day,4,0,16.01,false,7,510009000018,,,2,0,0,0,13,0,0,0,22,0,0,0,37,0,0,0,2,0,0,0,22,0,0,0,565,0,0,0,663,0,0,0,0,0,0
