Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"21,421",Workplan 3: Statutory Bodies,2014/15 Approved Budget,Vote: 600,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"21,421",Workplan 3: Statutory Bodies,2015/16 Proposed Budget,Vote: 600,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"136,282",Workplan 3: Statutory Bodies,2014/15 Approved Budget,Vote: 600,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"136,282",Workplan 3: Statutory Bodies,2015/16 Proposed Budget,Vote: 600,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"86,318",Workplan 3: Statutory Bodies,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"86,318",Workplan 3: Statutory Bodies,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"12,062",Workplan 3: Statutory Bodies,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"12,062",Workplan 3: Statutory Bodies,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"32,665",Workplan 3: Statutory Bodies,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"32,665",Workplan 3: Statutory Bodies,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Bukomansimbi District,District Government,"7,181",Workplan 3: Statutory Bodies,2014/15 Approved Budget,Vote: 600,Unspent balances - Conditional Grants
Revenue,Development Revenues,Bukomansimbi District,District Government,,Workplan 3: Statutory Bodies,2015/16 Proposed Budget,Vote: 600,Unspent balances - Conditional Grants
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"14,982",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"14,982",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"12,823",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"12,732",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"6,846",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"6,846",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,957,Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,957,Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"84,095",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,NAADS (Districts) - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"84,095",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,NAADS (Districts) - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"75,796",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"75,796",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Bukomansimbi District,District Government,"87,046",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Conditional Grant for NAADS
Revenue,Development Revenues,Bukomansimbi District,District Government,"87,046",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Conditional Grant for NAADS
Revenue,Development Revenues,Bukomansimbi District,District Government,"15,469",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Bukomansimbi District,District Government,"15,561",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Bukomansimbi District,District Government,"60,000",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Donor Funding
Revenue,Development Revenues,Bukomansimbi District,District Government,"60,000",Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Donor Funding
Revenue,Development Revenues,Bukomansimbi District,District Government,"1,064",Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Unspent balances - donor
Revenue,Development Revenues,Bukomansimbi District,District Government,,Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Unspent balances - donor
Revenue,Development Revenues,Bukomansimbi District,District Government,15,Workplan 4: Production and Marketing,2014/15 Approved Budget,Vote: 600,Unspent balances - Other Government Transfers
Revenue,Development Revenues,Bukomansimbi District,District Government,,Workplan 4: Production and Marketing,2015/16 Proposed Budget,Vote: 600,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"48,968",Workplan 5: Health,2014/15 Approved Budget,Vote: 600,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"48,968",Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"74,241",Workplan 5: Health,2014/15 Approved Budget,Vote: 600,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"74,241",Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"651,290",Workplan 5: Health,2014/15 Approved Budget,Vote: 600,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"748,418",Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,759",Workplan 5: Health,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,579",Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,0,Workplan 5: Health,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,221,Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Development Revenues,Bukomansimbi District,District Government,"40,959",Workplan 5: Health,2014/15 Approved Budget,Vote: 600,Conditional Grant to PHC - development
Revenue,Development Revenues,Bukomansimbi District,District Government,"40,959",Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,Conditional Grant to PHC - development
Revenue,Development Revenues,Bukomansimbi District,District Government,"570,000",Workplan 5: Health,2014/15 Approved Budget,Vote: 600,Donor Funding
Revenue,Development Revenues,Bukomansimbi District,District Government,"570,000",Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,Donor Funding
Revenue,Development Revenues,Bukomansimbi District,District Government,0,Workplan 5: Health,2014/15 Approved Budget,Vote: 600,Unspent balances - donor
Revenue,Development Revenues,Bukomansimbi District,District Government,,Workplan 5: Health,2015/16 Proposed Budget,Vote: 600,Unspent balances - donor
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"298,051",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"392,022",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"3,352,803",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"4,187,993",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"701,511",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"934,758",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,750,831",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,066,211",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"25,841",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"25,841",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"13,715",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"13,865",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"4,366",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"10,637",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"11,069",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"10,000",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"53,828",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"40,067",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Bukomansimbi District,District Government,"280,869",Workplan 6: Education,2014/15 Approved Budget,Vote: 600,Conditional Grant to SFG
Revenue,Development Revenues,Bukomansimbi District,District Government,"280,869",Workplan 6: Education,2015/16 Proposed Budget,Vote: 600,Conditional Grant to SFG
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"47,665",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"47,665",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"6,660",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"6,660",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"72,306",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"72,306",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,17,Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 600,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,,Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 600,Unspent balances - UnConditional Grants
Revenue,Development Revenues,Bukomansimbi District,District Government,"146,710",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 600,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukomansimbi District,District Government,"146,710",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 600,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukomansimbi District,District Government,"487,679",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 600,Other Transfers from Central Government
Revenue,Development Revenues,Bukomansimbi District,District Government,"487,679",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"21,000",Workplan 7b: Water,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"21,000",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"23,000",Workplan 7b: Water,2014/15 Approved Budget,Vote: 600,Sanitation and Hygiene
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"23,000",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 600,Sanitation and Hygiene
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"22,762",Workplan 7b: Water,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"22,762",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Bukomansimbi District,District Government,"329,000",Workplan 7b: Water,2014/15 Approved Budget,Vote: 600,Conditional transfer for Rural Water 
Revenue,Development Revenues,Bukomansimbi District,District Government,"329,000",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 600,Conditional transfer for Rural Water 
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"4,426",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 600,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"4,426",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 600,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"4,067",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"2,917",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,250",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,408,Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"32,913",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"12,570",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,554",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,554",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"6,135",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"6,135",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"5,596",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"5,596",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"11,683",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"11,683",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"5,106",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"2,479",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,270",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,346,Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"2,428",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"230,256",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"38,000",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"59,033",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,,Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,,Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Unspent balances - UnConditional Grants
Revenue,Development Revenues,Bukomansimbi District,District Government,0,Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,LGMSD (Former LGDP)
Revenue,Development Revenues,Bukomansimbi District,District Government,621,Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,LGMSD (Former LGDP)
Revenue,Development Revenues,Bukomansimbi District,District Government,"35,555",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 600,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukomansimbi District,District Government,"34,864",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 600,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"17,259",Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"17,259",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"13,153",Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"13,153",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,838",Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,838",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"398,887",Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"4,297",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"34,286",Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"34,286",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Bukomansimbi District,District Government,"63,690",Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,LGMSD (Former LGDP)
Revenue,Development Revenues,Bukomansimbi District,District Government,"63,690",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,LGMSD (Former LGDP)
Revenue,Development Revenues,Bukomansimbi District,District Government,"82,797",Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukomansimbi District,District Government,"82,797",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukomansimbi District,District Government,200,Workplan 10: Planning,2014/15 Approved Budget,Vote: 600,Other Transfers from Central Government
Revenue,Development Revenues,Bukomansimbi District,District Government,200,Workplan 10: Planning,2015/16 Proposed Budget,Vote: 600,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,640",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"1,640",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 600,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,229,Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,229,Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 600,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"33,502",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukomansimbi District,District Government,"33,502",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 600,Transfer of District Unconditional Grant - Wage
