Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Gomba District,District Government,"13,360",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"33,429",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"25,362",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 591,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Gomba District,District Government,"49,680",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 591,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Gomba District,District Government,"18,000",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 591,Conditional Grant to DSC Chairs’ Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"23,400",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 591,Conditional Grant to DSC Chairs’ Salaries
Expenditure,Recurrent Expenditure,Gomba District,District Government,"92,920",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"159,789",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"186,699",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 591,Non Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"278,505",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 591,Non Wage
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 591,Donor Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 591,Donor Development
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Gomba District,District Government,"26,282",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Gomba District,District Government,"22,431",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"26,925",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"22,085",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Gomba District,District Government,"28,018",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Gomba District,District Government,"1,884",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"8,747",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"3,837",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"5,593",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"49,677",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"73,971",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Gomba District,District Government,"26,993",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Gomba District,District Government,"34,244",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Gomba District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Donor Funding
Revenue,Development Revenues,Gomba District,District Government,"8,000",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Donor Funding
Revenue,Development Revenues,Gomba District,District Government,"11,911",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,LGMSD (Former LGDP)
Revenue,Development Revenues,Gomba District,District Government,"11,911",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,LGMSD (Former LGDP)
Revenue,Development Revenues,Gomba District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Development Revenues,Gomba District,District Government,"8,264",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Development Revenues,Gomba District,District Government,"721,577",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Conditional Grant for NAADS
Revenue,Development Revenues,Gomba District,District Government,"606,066",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Conditional Grant for NAADS
Revenue,Development Revenues,Gomba District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Gomba District,District Government,"5,000",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Gomba District,District Government,"49,677",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"100,896",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"50,238",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Non Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"68,640",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Non Wage
Expenditure,Development Expenditure,Gomba District,District Government,"760,481",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,"665,486",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 591,Donor Development
Expenditure,Development Expenditure,Gomba District,District Government,"8,000",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 591,Donor Development
Revenue,Recurrent Revenues,Gomba District,District Government,"87,170",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Gomba District,District Government,"87,170",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Gomba District,District Government,"472,552",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"500,807",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"2,697",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"3,660",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Gomba District,District Government,"17,574",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Gomba District,District Government,"16,377",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Gomba District,District Government,"16,077",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Gomba District,District Government,"1,088",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"2,340",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Development Revenues,Gomba District,District Government,"71,442",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Donor Funding
Revenue,Development Revenues,Gomba District,District Government,"80,000",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Donor Funding
Revenue,Development Revenues,Gomba District,District Government,"10,660",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,LGMSD (Former LGDP)
Revenue,Development Revenues,Gomba District,District Government,"11,055",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,LGMSD (Former LGDP)
Revenue,Development Revenues,Gomba District,District Government,,Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Development Revenues,Gomba District,District Government,"1,105",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Development Revenues,Gomba District,District Government,,Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Gomba District,District Government,"2,000",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Gomba District,District Government,"64,309",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Conditional Grant to PHC - development
Revenue,Development Revenues,Gomba District,District Government,"64,309",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Conditional Grant to PHC - development
Expenditure,Recurrent Expenditure,Gomba District,District Government,"472,552",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"500,807",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"107,332",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Non Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"126,821",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Non Wage
Expenditure,Development Expenditure,Gomba District,District Government,"74,969",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,"78,469",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,"71,442",Workplan 5: Health,2011/12 Approved Budget,Vote: 591,Donor Development
Expenditure,Development Expenditure,Gomba District,District Government,"80,000",Workplan 5: Health,2012/13 Approved Budget,Vote: 591,Donor Development
Revenue,Recurrent Revenues,Gomba District,District Government,"8,000",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Other Transfers from Central Government
Revenue,Recurrent Revenues,Gomba District,District Government,"6,500",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Other Transfers from Central Government
Revenue,Recurrent Revenues,Gomba District,District Government,"284,940",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Gomba District,District Government,"408,180",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Gomba District,District Government,"2,778,128",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"2,997,009",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"305,340",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Gomba District,District Government,"311,235",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Gomba District,District Government,"452,330",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"253,644",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"36,643",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"25,749",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Transfers for Non Wage Technical & Farm
Revenue,Recurrent Revenues,Gomba District,District Government,"35,763",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Transfers for Non Wage Technical & Farm
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Gomba District,District Government,"20,400",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Gomba District,District Government,"14,671",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"8,234",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"594,874",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"632,433",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Gomba District,District Government,"7,305",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"12,878",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"22,965",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Gomba District,District Government,"23,894",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Transfers for Wage Technical Institutes
Revenue,Recurrent Revenues,Gomba District,District Government,"128,753",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Transfers for Wage Technical Institutes
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Transfers for Primary Teachers Colleges
Revenue,Recurrent Revenues,Gomba District,District Government,"454,625",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Transfers for Primary Teachers Colleges
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Transfers for Non Wage Technical Institut
Revenue,Recurrent Revenues,Gomba District,District Government,"124,200",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Transfers for Non Wage Technical Institut
Revenue,Development Revenues,Gomba District,District Government,"169,059",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Conditional Grant to SFG
Revenue,Development Revenues,Gomba District,District Government,"256,561",Workplan 6: Education,2012/13 Approved Budget,Vote: 591,Conditional Grant to SFG
Revenue,Development Revenues,Gomba District,District Government,"73,500",Workplan 6: Education,2011/12 Approved Budget,Vote: 591,Donor Funding
